fd,mu,rfi,g1,g2,g3,mu_is_key,rfi_fi
"['b', 'c', 'g', 'i']->e",0.5585235370601808,0.3232046404681048,0.991535015278315,0.40915593705293274,0.8869814020028612,False,0.8014823459009571
"['h', 'i']->k",0.8135451513861025,0.692662775131389,0.9953827356063536,0.2546494992846925,0.9527896995708155,False,0.7889371157562755
"['b', 'g', 'i', 'j']->c",0.6053822617694086,0.3743459491034406,0.9908718975196531,0.37052932761087287,0.8798283261802575,False,0.8116737491551679
"['b', 'c', 'f', 'i']->g",0.6200731289914685,0.3200164178918291,0.9918706674771439,0.45350500715307585,0.9055793991416309,False,0.8101131303337521
"['b', 'i']->k",0.8086817831058073,0.6804574145794651,0.9951821629509559,0.5779685264663805,0.9513590844062947,False,0.7943385781831749
"['e', 'f', 'g']->j",0.4687791022046687,0.35286216993239283,0.9936962879732133,0.36480686695278997,0.9041487839771102,False,0.7229795915634405
"['e', 'f', 'g', 'h']->c",0.6509129438991226,0.36439881478521424,0.9914777088053442,0.41487839771101576,0.9041487839771102,False,0.8483619811423462
"['b', 'c', 'k']->i",0.38747779455867015,0.34500568132427645,0.9900532336200704,0.07725321888412007,0.7610872675250357,False,0.5885626411088027
"['b', 'c', 'e', 'i', 'j']->d",0.6248686051453989,0.32898218140075264,0.9901228200515348,0.4706723891273249,0.9055793991416309,False,0.8419457874667076
"['g', 'i']->k",0.875356225056835,0.7504892356379037,0.9951412297559767,0.32331902718168815,0.9670958512160229,False,0.8578368963986592
"['d', 'f', 'h', 'i']->g",0.6399055591089876,0.33964591808786093,0.9914858954443401,0.4349070100143064,0.9155937052932761,False,0.8185818576019995
"['e', 'f', 'i']->j",0.6300598234007695,0.4178547034775307,0.9904584722503638,0.45207439198855515,0.938483547925608,False,0.8040519625025037
"['b', 'e', 'j', 'k']->i",0.47356610838979196,0.34501820512509584,0.9908350576441718,0.2217453505007153,0.8297567954220315,False,0.701240398576727
"['b', 'c', 'f', 'i']->d",0.572435266370166,0.32922637193473797,0.9901432866490245,0.41201716738197414,0.8783977110157368,False,0.8137824952201056
"['b', 'h', 'k']->c",0.38892890586039264,0.3354880118600647,0.9914736154858463,0.06437768240343344,0.7353361945636624,False,0.5862973543992265
"['e', 'g', 'i']->j",0.5604618831799819,0.3860897628202065,0.9930208902560576,0.37482117310443486,0.9213161659513591,False,0.7586533652294996
"['d', 'j']->k",0.7922029998802181,0.7026930450822704,0.9936144215832551,0.20171673819742508,0.9399141630901288,False,0.7779163197061151
"['b', 'f', 'j', 'k']->i",0.4723368022089419,0.35342420029713295,0.9906467649472678,0.2231759656652359,0.8283261802575107,False,0.7007926168660393
"['e', 'f', 'h', 'i', 'j']->g",0.668484438157458,0.3407733126576935,0.990875990839151,0.4577968526466383,0.9298998569384835,False,0.8366443555281795
"['b', 'h', 'j', 'k']->f",0.34116412677285557,0.2699847861754241,0.9900777935370578,0.19456366237482126,0.7610872675250357,False,0.618184971217562
"['b', 'c', 'g', 'i', 'j']->d",0.594515253326142,0.32337486241040325,0.9902046864414932,0.45493562231759677,0.8927038626609443,False,0.82907413719258
"['b', 'c', 'd', 'f', 'h', 'i']->a",0.014181778259548361,0.003179280575040133,0.9902947394704472,0.5278969957081545,0.5951359084406295,False,0.822177312475664
"['b', 'c', 'j']->i",0.47136896246253635,0.3639366467382231,0.9914326822908672,0.1702432045779685,0.821173104434907,False,0.6889685443171127
"['c', 'j']->k",0.7862284469957999,0.6932908686190664,0.9922349729124582,0.20457796852646648,0.9399141630901288,False,0.7686404994426398
"['b', 'g', 'i', 'k']->c",0.5480509579365946,0.3829756601524982,0.9905075920843388,0.27610872675250364,0.844062947067239,False,0.7651798820821818
"['e', 'f', 'h', 'k']->i",0.581887213972466,0.388254182731059,0.9904748455283554,0.3247496423462086,0.8783977110157368,False,0.7997463080274031
"['c', 'f', 'h', 'i']->g",0.635493108840544,0.34725599776781946,0.9902619929144639,0.41201716738197425,0.9098712446351931,False,0.8121204172237241
"['b', 'h', 'i']->e",0.4308527391883027,0.29286819934456804,0.9939828203380673,0.2632331902718169,0.8226037195994278,False,0.7149609057317158
"['b', 'h', 'j', 'k']->d",0.3728195091994946,0.29949166178349296,0.9904789388478533,0.19456366237482114,0.7510729613733905,False,0.6469998091795877
"['e', 'i', 'j']->k",0.7648063737042143,0.558065926035622,0.9928571574761411,0.32904148783977116,0.9399141630901288,False,0.7904165935917254
"['b', 'c', 'd', 'i']->e",0.5646021930046665,0.31980782598208246,0.9913999357348838,0.4177396280400575,0.8898426323319027,False,0.8025842246072186
"['b', 'e', 'f', 'g', 'h', 'i', 'j']->a",0.013651126597485908,0.002255950239255733,0.990356139262916,0.5221745350500715,0.597997138769671,False,0.8230942388223272
"['b', 'd', 'e', 'j']->g",0.5939086520906669,0.3125246683078333,0.9900614202590662,0.4320457796852648,0.9012875536480687,False,0.7934782231844876
"['b', 'h', 'j']->c",0.4062650915484365,0.3195854330210531,0.992386425733881,0.13733905579399153,0.7696709585121602,False,0.6486684964555003
"['e', 'f', 'k']->j",0.3133664202258438,0.3189160294999409,0.990826871005176,0.2103004291845496,0.8597997138769671,False,0.5742525986403534
"['f', 'i', 'j']->k",0.7719419188832664,0.5733989633766343,0.9921653864809937,0.3161659513590843,0.9413447782546495,False,0.7888932689378992
"['b', 'h', 'k']->g",0.41230547506293325,0.3165695869543022,0.9913508159009089,0.11158798283261806,0.7782546494992847,False,0.5759131203661225
"['e', 'f', 'j']->k",0.7737044029198409,0.5708297700722632,0.9915759484732941,0.3433476394849788,0.9456366237482118,False,0.780412985648628
"['b', 'h', 'j']->g",0.4311511317611655,0.29868865954830925,0.9920876134105333,0.18454935622317592,0.8025751072961373,False,0.6349832859525011
"['b', 'c', 'f', 'j']->g",0.5500364875931745,0.31479656043171994,0.9905853651547991,0.3676680972818316,0.8798283261802575,False,0.7669444665142081
"['b', 'h', 'k']->e",0.29511557420287204,0.2549788114336773,0.9906303916692761,0.05865522174535043,0.703862660944206,False,0.5088309629195781
"['d', 'f', 'h', 'j']->g",0.5678009147990493,0.334296757249211,0.9903233927069327,0.37052932761087254,0.8812589413447782,False,0.7760151237926813
"['d', 'f', 'g', 'h', 'j']->e",0.6075054997217089,0.31430997817029216,0.9902906461509493,0.46351931330472107,0.9184549356223176,False,0.8323716642520658
"['d', 'e', 'f', 'i', 'j']->c",0.7771271027116708,0.4171067895238268,0.9903766058604055,0.45636623748211735,0.9484978540772532,False,0.8975845671091909
"['b', 'c', 'g', 'j']->e",0.4951064473391936,0.315831628509293,0.9902292463584806,0.3505007153075823,0.8512160228898427,False,0.7559767299309973
"['f', 'g', 'h', 'i']->c",0.6568030676411338,0.3785030137563574,0.9900532336200704,0.41058655221745344,0.9070100143061517,False,0.8481648384335495
"['b', 'd', 'e', 'g', 'h', 'i', 'j']->a",0.012749602029719975,0.002250163035088182,0.9900818868565557,0.5464949928469242,0.6137339055793991,False,0.8275116245626657
"['b', 'c', 'd', 'j']->e",0.49211600552705825,0.3098095223783026,0.990401165777393,0.32904148783977116,0.8540772532188841,False,0.7548059106904291
"['d', 'e', 'h', 'i', 'j']->g",0.653770836298121,0.3271757685826604,0.9900900734955516,0.44921316165951364,0.927038626609442,False,0.8281128512401784
"['b', 'd', 'i', 'j']->e",0.5357520287694042,0.32489060610834064,0.9905771785158033,0.3733905579399144,0.8783977110157368,False,0.7840922791823793
"['d', 'e', 'f', 'i', 'k']->c",0.7594783705114408,0.4206806852944571,0.9900491403005725,0.4320457796852648,0.9413447782546495,False,0.8866769393630083
"['b', 'h', 'j']->e",0.34497937778765775,0.2784729686390346,0.9917601478507002,0.13733905579399142,0.7639484978540773,False,0.6100661108793398
"['e', 'f', 'h', 'i', 'k']->g",0.6626373474144719,0.3477805717771416,0.9902947394704472,0.44206008583691003,0.9241773962804005,False,0.827133545593297
"['b', 'f', 'g', 'j']->e",0.4850218630195846,0.3076627273677638,0.9902824595119535,0.3419170243204581,0.8497854077253219,False,0.7553379032521043
"['b', 'c', 'f', 'k']->g",0.5270709242859473,0.3253898872305109,0.9901964998024974,0.32331902718168826,0.8569384835479256,False,0.7354032100118852
