rfi_prime_plus,mu_plus,g3_prime,fd
1.0,1.0,1.0,['street_address']->city
0.714197337455607,0.737697188984628,0.7380952380952381,"['street_address', 'city']->last_name"
0.0304763846140997,0.0042989393421382,0.1544715447154471,"['race', 'download_month']->register_date"
0.0586190278424625,0.0039433382894028,0.0421263791374122,['gender']->first_name
0.0093771380405943,0.0033786391849409,0.0154494382022471,['register_date']->street_address
1.0,0.0,1.0,['name_prefix']->name_suffix
1.0,0.0,1.0,"['name_prefix', 'name_suffix']->race"
1.0,0.0,1.0,"['name_prefix', 'name_suffix', 'race']->ethnic"
0.9809545694927916,0.0,0.993963782696177,"['name_prefix', 'race']->download_month"
