threshold,dataset,lhs_size,fd,rfi_prime_plus,mu_plus,g3_prime
0.001,wifi_hotspot_location,3,"['Activated', 'Neighborhood Tabulation Area (NTA)', 'Remarks']->Postcode",0.898,0.451,0.832
0.01,wifi_hotspot_location,2,"['Activated', 'BoroCD']->Location_T",0.440,0.449,0.737
0.001,wifi_hotspot_location,4,"['Activated', 'BoroCD', 'Council Distrcit', 'Remarks']->Postcode",0.890,0.444,0.816
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'Name']->BIN",0.883,0.443,0.838
0.001,wifi_hotspot_location,2,"['Census Tract', 'Name']->BIN",0.883,0.443,0.838
0.01,wifi_hotspot_location,1,['BCTCB2010']->Location_T,0.472,0.438,0.739
0.01,wifi_hotspot_location,1,['Census Tract']->Location_T,0.472,0.438,0.739
0.01,wifi_hotspot_location,2,"['Activated', 'Council Distrcit']->Neighborhood Tabulation Area Code (NTACODE)",0.632,0.438,0.559
0.01,wifi_hotspot_location,2,"['Activated', 'Council Distrcit']->Neighborhood Tabulation Area (NTA)",0.631,0.437,0.559
0.01,wifi_hotspot_location,1,['Name']->BBL,0.866,0.434,0.778
0.01,wifi_hotspot_location,2,"['Activated', 'Council Distrcit']->Provider",0.471,0.434,0.710
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Provider']->BoroCD",0.527,0.433,0.515
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Provider']->BoroCD",0.526,0.432,0.514
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Provider']->BoroCD",0.526,0.432,0.514
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Provider']->BoroCD",0.526,0.432,0.514
0.01,wifi_hotspot_location,2,"['Activated', 'Council Distrcit']->SSID",0.452,0.432,0.720
0.01,wifi_hotspot_location,2,"['BBL', 'City']->Type",0.426,0.430,0.889
0.01,wifi_hotspot_location,2,"['BBL', 'BoroCode']->Type",0.425,0.428,0.889
0.01,wifi_hotspot_location,2,"['BBL', 'Borough']->Type",0.425,0.428,0.889
0.01,wifi_hotspot_location,2,"['BBL', 'Borough Name']->Type",0.425,0.428,0.889
0.01,wifi_hotspot_location,3,"['BIN', 'Location_T', 'SSID']->City",0.427,0.428,0.697
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'SSID']->BoroCD",0.514,0.427,0.508
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'SSID']->BoroCD",0.513,0.427,0.507
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'SSID']->BoroCD",0.513,0.427,0.507
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'SSID']->BoroCD",0.513,0.427,0.507
0.01,wifi_hotspot_location,2,"['BIN', 'Council Distrcit']->BCTCB2010",0.489,0.426,0.517
0.01,wifi_hotspot_location,2,"['BIN', 'Council Distrcit']->Census Tract",0.489,0.426,0.517
0.01,wifi_hotspot_location,2,"['BIN', 'Location_T']->Type",0.463,0.425,0.871
0.01,wifi_hotspot_location,3,"['BIN', 'Location_T', 'SSID']->Borough",0.398,0.423,0.698
0.01,wifi_hotspot_location,3,"['BIN', 'Location_T', 'SSID']->Borough Name",0.398,0.423,0.698
0.01,wifi_hotspot_location,3,"['BIN', 'Location_T', 'SSID']->BoroCode",0.398,0.423,0.698
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'Type']->Remarks",0.632,0.422,0.919
0.001,wifi_hotspot_location,2,"['Census Tract', 'Type']->Remarks",0.632,0.422,0.919
0.01,wifi_hotspot_location,2,"['BIN', 'City']->SSID",0.463,0.417,0.713
0.01,wifi_hotspot_location,2,"['BIN', 'Borough']->SSID",0.463,0.415,0.712
0.01,wifi_hotspot_location,2,"['BIN', 'Borough Name']->SSID",0.463,0.415,0.712
0.01,wifi_hotspot_location,2,"['BIN', 'BoroCode']->SSID",0.463,0.415,0.712
0.01,wifi_hotspot_location,3,"['BoroCD', 'Remarks', 'SSID']->Neighborhood Tabulation Area (NTA)",0.825,0.412,0.703
0.001,wifi_hotspot_location,3,"['Activated', 'BoroCD', 'Council Distrcit']->Type",0.402,0.412,0.879
0.01,wifi_hotspot_location,3,"['BoroCD', 'Remarks', 'SSID']->Neighborhood Tabulation Area Code (NTACODE)",0.825,0.412,0.703
0.001,wifi_hotspot_location,2,"['Activated', 'Postcode']->Type",0.404,0.411,0.875
0.01,wifi_hotspot_location,2,"['Activated', 'Council Distrcit']->Postcode",0.604,0.411,0.532
0.001,wifi_hotspot_location,2,"['Census Tract', 'Remarks']->City",0.815,0.410,0.872
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'Remarks']->City",0.815,0.410,0.872
0.01,wifi_hotspot_location,2,"['Activated', 'Council Distrcit']->Location_T",0.397,0.409,0.714
0.01,wifi_hotspot_location,2,"['BoroCD', 'Type']->Remarks",0.478,0.408,0.903
0.01,wifi_hotspot_location,1,['Neighborhood Tabulation Area (NTA)']->Provider,0.509,0.406,0.726
0.001,wifi_hotspot_location,2,"['Census Tract', 'Remarks']->Borough",0.807,0.404,0.872
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'Remarks']->Borough",0.807,0.404,0.872
0.001,wifi_hotspot_location,2,"['Census Tract', 'Remarks']->Borough Name",0.807,0.404,0.872
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'Remarks']->Borough Name",0.807,0.404,0.872
0.001,wifi_hotspot_location,2,"['Census Tract', 'Remarks']->BoroCode",0.807,0.404,0.872
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'Remarks']->BoroCode",0.807,0.404,0.872
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'BoroCD']->Remarks",0.645,0.401,0.912
0.001,wifi_hotspot_location,2,"['BoroCD', 'Census Tract']->Remarks",0.645,0.401,0.912
0.01,wifi_hotspot_location,3,"['BoroCD', 'Council Distrcit', 'Remarks']->Postcode",0.811,0.400,0.685
0.01,wifi_hotspot_location,1,['Neighborhood Tabulation Area Code (NTACODE)']->Provider,0.503,0.400,0.724
0.001,wifi_hotspot_location,2,"['BIN', 'Council Distrcit']->Type",0.398,0.399,0.875
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Location_T']->Council Distrcit",0.503,0.399,0.514
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Location_T']->Council Distrcit",0.504,0.399,0.514
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Location_T']->Council Distrcit",0.504,0.399,0.514
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Location_T']->Council Distrcit",0.504,0.399,0.514
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Provider']->Neighborhood Tabulation Area (NTA)",0.469,0.398,0.474
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Provider']->Neighborhood Tabulation Area (NTA)",0.469,0.398,0.474
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Provider']->Neighborhood Tabulation Area (NTA)",0.469,0.398,0.474
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Provider']->Neighborhood Tabulation Area Code (NTACODE)",0.468,0.398,0.474
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Provider']->Neighborhood Tabulation Area Code (NTACODE)",0.468,0.398,0.474
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Provider']->Neighborhood Tabulation Area Code (NTACODE)",0.468,0.398,0.474
0.01,wifi_hotspot_location,1,['BoroCD']->Type,0.369,0.397,0.883
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Provider']->Neighborhood Tabulation Area (NTA)",0.468,0.397,0.473
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Provider']->Neighborhood Tabulation Area Code (NTACODE)",0.467,0.397,0.473
0.01,wifi_hotspot_location,1,['Neighborhood Tabulation Area (NTA)']->SSID,0.479,0.397,0.727
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'City']->Remarks",0.636,0.397,0.905
0.001,wifi_hotspot_location,2,"['Census Tract', 'City']->Remarks",0.636,0.397,0.905
0.001,wifi_hotspot_location,2,"['Census Tract', 'Postcode']->Remarks",0.661,0.396,0.914
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'Postcode']->Remarks",0.661,0.396,0.914
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'Council Distrcit']->Remarks",0.648,0.396,0.908
0.001,wifi_hotspot_location,2,"['Census Tract', 'Council Distrcit']->Remarks",0.648,0.396,0.908
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'SSID']->Neighborhood Tabulation Area (NTA)",0.460,0.395,0.471
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'SSID']->Neighborhood Tabulation Area (NTA)",0.460,0.395,0.471
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'SSID']->Neighborhood Tabulation Area (NTA)",0.460,0.395,0.471
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'SSID']->Neighborhood Tabulation Area Code (NTACODE)",0.460,0.395,0.471
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'SSID']->Neighborhood Tabulation Area Code (NTACODE)",0.460,0.395,0.471
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'SSID']->Neighborhood Tabulation Area Code (NTACODE)",0.460,0.395,0.471
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'BoroCode']->Remarks",0.632,0.394,0.906
0.001,wifi_hotspot_location,2,"['BoroCode', 'Census Tract']->Remarks",0.632,0.394,0.906
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'Borough Name']->Remarks",0.632,0.394,0.906
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'Borough']->Remarks",0.632,0.394,0.906
0.001,wifi_hotspot_location,2,"['Borough', 'Census Tract']->Remarks",0.632,0.394,0.906
0.001,wifi_hotspot_location,2,"['Borough Name', 'Census Tract']->Remarks",0.632,0.394,0.906
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'SSID']->Neighborhood Tabulation Area (NTA)",0.459,0.394,0.470
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'SSID']->Neighborhood Tabulation Area Code (NTACODE)",0.459,0.394,0.470
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'Neighborhood Tabulation Area (NTA)']->Remarks",0.634,0.393,0.906
0.001,wifi_hotspot_location,2,"['Census Tract', 'Neighborhood Tabulation Area (NTA)']->Remarks",0.634,0.393,0.906
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'Neighborhood Tabulation Area Code (NTACODE)']->Remarks",0.633,0.393,0.906
0.001,wifi_hotspot_location,2,"['Census Tract', 'Neighborhood Tabulation Area Code (NTACODE)']->Remarks",0.633,0.393,0.906
0.001,wifi_hotspot_location,2,"['BBL', 'BCTCB2010']->Name",0.694,0.391,0.663
0.001,wifi_hotspot_location,2,"['BBL', 'Census Tract']->Name",0.694,0.391,0.663
0.001,wifi_hotspot_location,2,"['BIN', 'Census Tract']->Name",0.688,0.390,0.692
0.001,wifi_hotspot_location,2,"['BCTCB2010', 'BIN']->Name",0.688,0.390,0.692
0.01,wifi_hotspot_location,1,['Neighborhood Tabulation Area Code (NTACODE)']->SSID,0.473,0.390,0.725
0.001,wifi_hotspot_location,6,"['Activated', 'BoroCD', 'City', 'Location_T', 'Provider', 'Remarks']->Postcode",0.845,0.388,0.755
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Location_T']->BoroCD",0.487,0.388,0.496
0.01,wifi_hotspot_location,1,['Postcode']->Provider,0.488,0.388,0.723
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Type']->Council Distrcit",0.496,0.388,0.488
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Type']->Council Distrcit",0.496,0.388,0.488
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Type']->Council Distrcit",0.496,0.388,0.488
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Location_T']->BoroCD",0.486,0.388,0.495
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Location_T']->BoroCD",0.486,0.388,0.495
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Location_T']->BoroCD",0.486,0.388,0.495
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Type']->Council Distrcit",0.495,0.387,0.487
0.001,wifi_hotspot_location,5,"['Activated', 'Council Distrcit', 'Neighborhood Tabulation Area Code (NTACODE)', 'Postcode', 'SSID']->BBL",0.488,0.386,0.455
0.001,wifi_hotspot_location,5,"['Activated', 'Council Distrcit', 'Neighborhood Tabulation Area (NTA)', 'Postcode', 'SSID']->BBL",0.488,0.386,0.455
0.001,wifi_hotspot_location,5,"['Activated', 'Council Distrcit', 'Neighborhood Tabulation Area (NTA)', 'Postcode', 'Provider']->BBL",0.487,0.386,0.454
0.001,wifi_hotspot_location,5,"['Activated', 'Council Distrcit', 'Neighborhood Tabulation Area Code (NTACODE)', 'Postcode', 'Provider']->BBL",0.487,0.386,0.454
0.001,wifi_hotspot_location,5,"['Activated', 'Location_T', 'Neighborhood Tabulation Area (NTA)', 'Postcode', 'Provider']->BBL",0.468,0.385,0.449
0.001,wifi_hotspot_location,5,"['Activated', 'Location_T', 'Neighborhood Tabulation Area Code (NTACODE)', 'Postcode', 'Provider']->BBL",0.468,0.385,0.449
0.001,wifi_hotspot_location,6,"['Activated', 'BoroCD', 'Location_T', 'Neighborhood Tabulation Area Code (NTACODE)', 'Postcode', 'SSID']->BBL",0.468,0.383,0.447
0.001,wifi_hotspot_location,6,"['Activated', 'BoroCD', 'Location_T', 'Neighborhood Tabulation Area (NTA)', 'Postcode', 'SSID']->BBL",0.468,0.383,0.447
0.01,wifi_hotspot_location,2,"['BoroCD', 'Council Distrcit']->Provider",0.487,0.382,0.716
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Provider']->Postcode",0.443,0.381,0.444
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Provider']->Postcode",0.443,0.380,0.444
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Provider']->Postcode",0.443,0.380,0.444
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Provider']->Postcode",0.443,0.380,0.444
0.001,wifi_hotspot_location,5,"['Activated', 'Location_T', 'Neighborhood Tabulation Area Code (NTACODE)', 'Postcode', 'Provider']->BIN",0.441,0.380,0.465
0.001,wifi_hotspot_location,5,"['Activated', 'Location_T', 'Neighborhood Tabulation Area (NTA)', 'Postcode', 'Provider']->BIN",0.441,0.380,0.465
0.001,wifi_hotspot_location,1,['Remarks']->Type,1.000,0.378,1.000
0.01,wifi_hotspot_location,1,['Remarks']->Type,1.000,0.378,1.000
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'SSID']->Postcode",0.434,0.377,0.440
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'SSID']->Postcode",0.434,0.377,0.439
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'SSID']->Postcode",0.434,0.377,0.439
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'SSID']->Postcode",0.434,0.377,0.439
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Type']->BoroCD",0.473,0.376,0.465
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Type']->BoroCD",0.472,0.376,0.465
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Type']->BoroCD",0.472,0.376,0.465
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Type']->BoroCD",0.472,0.376,0.465
0.01,wifi_hotspot_location,1,['Postcode']->SSID,0.455,0.376,0.723
0.001,wifi_hotspot_location,5,"['Activated', 'Location_T', 'Neighborhood Tabulation Area Code (NTACODE)', 'Postcode', 'SSID']->BIN",0.438,0.376,0.462
0.001,wifi_hotspot_location,5,"['Activated', 'Location_T', 'Neighborhood Tabulation Area (NTA)', 'Postcode', 'SSID']->BIN",0.438,0.376,0.462
0.01,wifi_hotspot_location,2,"['BoroCD', 'Council Distrcit']->SSID",0.451,0.371,0.718
0.001,wifi_hotspot_location,6,"['Activated', 'BoroCD', 'Council Distrcit', 'Neighborhood Tabulation Area (NTA)', 'Postcode', 'Provider']->BIN",0.452,0.369,0.463
0.001,wifi_hotspot_location,6,"['Activated', 'BoroCD', 'Council Distrcit', 'Neighborhood Tabulation Area Code (NTACODE)', 'Postcode', 'Provider']->BIN",0.452,0.369,0.463
0.01,wifi_hotspot_location,1,['Neighborhood Tabulation Area (NTA)']->Location_T,0.398,0.368,0.721
0.01,wifi_hotspot_location,1,['Neighborhood Tabulation Area Code (NTACODE)']->Location_T,0.396,0.366,0.721
0.01,wifi_hotspot_location,2,"['BIN', 'City']->Location_T",0.440,0.363,0.670
0.01,wifi_hotspot_location,2,"['BIN', 'BoroCode']->Location_T",0.439,0.361,0.670
0.01,wifi_hotspot_location,2,"['BIN', 'Borough Name']->Location_T",0.439,0.361,0.670
0.01,wifi_hotspot_location,2,"['BIN', 'Borough']->Location_T",0.439,0.361,0.670
0.01,wifi_hotspot_location,1,['Postcode']->Location_T,0.380,0.355,0.719
0.01,wifi_hotspot_location,2,"['Neighborhood Tabulation Area (NTA)', 'Postcode']->BCTCB2010",0.594,0.354,0.459
0.01,wifi_hotspot_location,2,"['Neighborhood Tabulation Area (NTA)', 'Postcode']->Census Tract",0.594,0.354,0.459
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Location_T']->Neighborhood Tabulation Area Code (NTACODE)",0.436,0.354,0.441
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Location_T']->Neighborhood Tabulation Area Code (NTACODE)",0.436,0.354,0.441
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Location_T']->Neighborhood Tabulation Area Code (NTACODE)",0.436,0.354,0.441
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Location_T']->Neighborhood Tabulation Area Code (NTACODE)",0.435,0.354,0.441
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Location_T']->Neighborhood Tabulation Area (NTA)",0.433,0.354,0.441
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Location_T']->Neighborhood Tabulation Area (NTA)",0.434,0.354,0.441
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Location_T']->Neighborhood Tabulation Area (NTA)",0.434,0.354,0.441
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Location_T']->Neighborhood Tabulation Area (NTA)",0.434,0.354,0.441
0.01,wifi_hotspot_location,3,"['Activated', 'City', 'Provider']->BoroCD",0.496,0.353,0.467
0.01,wifi_hotspot_location,2,"['Neighborhood Tabulation Area Code (NTACODE)', 'Postcode']->BCTCB2010",0.593,0.353,0.459
0.01,wifi_hotspot_location,2,"['Neighborhood Tabulation Area Code (NTACODE)', 'Postcode']->Census Tract",0.593,0.353,0.459
0.01,wifi_hotspot_location,4,"['Activated', 'Borough', 'Location_T', 'SSID']->BoroCD",0.490,0.352,0.468
0.01,wifi_hotspot_location,4,"['Activated', 'Borough Name', 'Location_T', 'SSID']->BoroCD",0.490,0.352,0.468
0.01,wifi_hotspot_location,4,"['Activated', 'BoroCode', 'Location_T', 'SSID']->BoroCD",0.490,0.352,0.468
0.001,wifi_hotspot_location,1,['Name']->Location_T,0.827,0.352,0.901
0.01,wifi_hotspot_location,1,['Name']->Location_T,0.827,0.352,0.901
0.01,wifi_hotspot_location,3,"['Activated', 'City', 'SSID']->BoroCD",0.487,0.349,0.461
0.01,wifi_hotspot_location,3,"['Activated', 'City', 'Provider']->Council Distrcit",0.494,0.349,0.462
0.01,wifi_hotspot_location,2,"['BoroCD', 'Council Distrcit']->Location_T",0.375,0.348,0.716
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Type']->Neighborhood Tabulation Area Code (NTACODE)",0.424,0.347,0.423
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Type']->Neighborhood Tabulation Area Code (NTACODE)",0.424,0.347,0.423
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Type']->Neighborhood Tabulation Area Code (NTACODE)",0.424,0.347,0.423
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Type']->Neighborhood Tabulation Area (NTA)",0.422,0.347,0.423
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Type']->Neighborhood Tabulation Area (NTA)",0.422,0.347,0.423
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Type']->Neighborhood Tabulation Area (NTA)",0.422,0.347,0.423
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Location_T']->Postcode",0.413,0.347,0.421
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Type']->Neighborhood Tabulation Area Code (NTACODE)",0.423,0.347,0.423
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Type']->Neighborhood Tabulation Area (NTA)",0.421,0.346,0.423
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Location_T']->Postcode",0.411,0.346,0.420
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Location_T']->Postcode",0.411,0.346,0.420
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Location_T']->Postcode",0.411,0.346,0.420
0.001,wifi_hotspot_location,2,"['BBL', 'Neighborhood Tabulation Area Code (NTACODE)']->Name",0.601,0.345,0.594
0.01,wifi_hotspot_location,2,"['BBL', 'Neighborhood Tabulation Area Code (NTACODE)']->Name",0.601,0.345,0.594
0.001,wifi_hotspot_location,2,"['BBL', 'Neighborhood Tabulation Area (NTA)']->Name",0.601,0.345,0.594
0.01,wifi_hotspot_location,2,"['BBL', 'Neighborhood Tabulation Area (NTA)']->Name",0.601,0.345,0.594
0.001,wifi_hotspot_location,3,"['Activated', 'Neighborhood Tabulation Area (NTA)', 'Type']->Remarks",0.557,0.345,0.887
0.01,wifi_hotspot_location,3,"['Activated', 'Borough Name', 'Provider']->BoroCD",0.486,0.344,0.457
0.01,wifi_hotspot_location,3,"['Activated', 'Borough', 'Provider']->BoroCD",0.486,0.344,0.457
0.01,wifi_hotspot_location,3,"['Activated', 'BoroCode', 'Provider']->BoroCD",0.486,0.344,0.457
0.01,wifi_hotspot_location,3,"['Activated', 'BoroCode', 'Provider']->Council Distrcit",0.484,0.341,0.452
0.01,wifi_hotspot_location,3,"['Activated', 'Borough Name', 'Provider']->Council Distrcit",0.484,0.341,0.452
0.01,wifi_hotspot_location,3,"['Activated', 'Borough', 'Provider']->Council Distrcit",0.484,0.341,0.452
0.01,wifi_hotspot_location,1,['Council Distrcit']->Type,0.315,0.340,0.872
0.01,wifi_hotspot_location,3,"['Activated', 'City', 'SSID']->Council Distrcit",0.483,0.339,0.452
0.001,wifi_hotspot_location,2,"['BBL', 'Postcode']->Name",0.614,0.338,0.592
0.01,wifi_hotspot_location,2,"['BBL', 'Postcode']->Name",0.614,0.338,0.592
0.001,wifi_hotspot_location,3,"['Activated', 'Neighborhood Tabulation Area Code (NTACODE)', 'Type']->Remarks",0.546,0.338,0.886
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Provider']->BCTCB2010",0.348,0.337,0.383
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'Provider']->Census Tract",0.348,0.337,0.383
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Provider']->BCTCB2010",0.348,0.337,0.383
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'Provider']->Census Tract",0.348,0.337,0.383
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Provider']->BCTCB2010",0.348,0.337,0.383
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Provider']->Census Tract",0.348,0.337,0.383
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'Provider']->BCTCB2010",0.348,0.337,0.383
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'Provider']->Census Tract",0.348,0.337,0.383
0.01,wifi_hotspot_location,2,"['Activated', 'Neighborhood Tabulation Area (NTA)']->BCTCB2010",0.520,0.336,0.445
0.01,wifi_hotspot_location,2,"['Activated', 'Neighborhood Tabulation Area (NTA)']->Census Tract",0.520,0.336,0.445
0.001,wifi_hotspot_location,5,"['Activated', 'Council Distrcit', 'Neighborhood Tabulation Area Code (NTACODE)', 'Postcode', 'Remarks']->BCTCB2010",0.907,0.335,0.794
0.001,wifi_hotspot_location,5,"['Activated', 'Council Distrcit', 'Neighborhood Tabulation Area (NTA)', 'Postcode', 'Remarks']->BCTCB2010",0.907,0.335,0.794
0.001,wifi_hotspot_location,5,"['Activated', 'Council Distrcit', 'Neighborhood Tabulation Area (NTA)', 'Postcode', 'Remarks']->Census Tract",0.907,0.335,0.794
0.001,wifi_hotspot_location,5,"['Activated', 'Council Distrcit', 'Neighborhood Tabulation Area Code (NTACODE)', 'Postcode', 'Remarks']->Census Tract",0.907,0.335,0.794
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'SSID']->BCTCB2010",0.343,0.334,0.379
0.01,wifi_hotspot_location,3,"['BIN', 'City', 'SSID']->Census Tract",0.343,0.334,0.379
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'SSID']->BCTCB2010",0.343,0.334,0.379
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'SSID']->BCTCB2010",0.343,0.334,0.379
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'SSID']->BCTCB2010",0.343,0.334,0.379
0.01,wifi_hotspot_location,3,"['BIN', 'Borough', 'SSID']->Census Tract",0.343,0.334,0.379
0.01,wifi_hotspot_location,3,"['BIN', 'BoroCode', 'SSID']->Census Tract",0.343,0.334,0.379
0.01,wifi_hotspot_location,3,"['BIN', 'Borough Name', 'SSID']->Census Tract",0.343,0.334,0.379
0.001,wifi_hotspot_location,5,"['Activated', 'BoroCD', 'Neighborhood Tabulation Area Code (NTACODE)', 'Postcode', 'Remarks']->BCTCB2010",0.898,0.333,0.780
0.001,wifi_hotspot_location,5,"['Activated', 'BoroCD', 'Neighborhood Tabulation Area (NTA)', 'Postcode', 'Remarks']->BCTCB2010",0.898,0.333,0.780
0.001,wifi_hotspot_location,5,"['Activated', 'BoroCD', 'Neighborhood Tabulation Area Code (NTACODE)', 'Postcode', 'Remarks']->Census Tract",0.898,0.333,0.780
0.001,wifi_hotspot_location,5,"['Activated', 'BoroCD', 'Neighborhood Tabulation Area (NTA)', 'Postcode', 'Remarks']->Census Tract",0.898,0.333,0.780
0.01,wifi_hotspot_location,3,"['Activated', 'BoroCode', 'SSID']->Council Distrcit",0.474,0.331,0.443
0.01,wifi_hotspot_location,3,"['Activated', 'Borough Name', 'SSID']->Council Distrcit",0.474,0.331,0.443
0.01,wifi_hotspot_location,3,"['Activated', 'Borough', 'SSID']->Council Distrcit",0.474,0.331,0.443
0.01,wifi_hotspot_location,2,"['Activated', 'Postcode']->BCTCB2010",0.507,0.331,0.444
0.01,wifi_hotspot_location,2,"['Activated', 'Postcode']->Census Tract",0.507,0.331,0.444
0.001,wifi_hotspot_location,2,"['Activated', 'BCTCB2010']->BIN",0.450,0.330,0.456
0.001,wifi_hotspot_location,2,"['Activated', 'Census Tract']->BIN",0.450,0.330,0.456
0.01,wifi_hotspot_location,2,"['Activated', 'Neighborhood Tabulation Area Code (NTACODE)']->BCTCB2010",0.518,0.329,0.440
0.01,wifi_hotspot_location,2,"['Activated', 'Neighborhood Tabulation Area Code (NTACODE)']->Census Tract",0.518,0.329,0.440
0.01,wifi_hotspot_location,4,"['Activated', 'City', 'Location_T', 'Type']->BoroCD",0.478,0.326,0.445
0.001,wifi_hotspot_location,3,"['BIN', 'BoroCD', 'Provider']->Name",0.594,0.322,0.572
