threshold,dataset,lhs_size,fd,rfi_prime_plus,mu_plus,g3_prime
0.001,hate_crimes,1,['Full Complaint ID']->PD Code Description,1.000,1.000,1.000
0.001,hate_crimes,1,['Full Complaint ID']->Patrol Borough Name,1.000,1.000,1.000
0.001,hate_crimes,1,['Full Complaint ID']->Offense Description,1.000,1.000,1.000
0.001,hate_crimes,1,['Full Complaint ID']->Month Number,1.000,1.000,1.000
0.001,hate_crimes,1,['Full Complaint ID']->Record Create Date,1.000,1.000,1.000
0.001,hate_crimes,1,['Full Complaint ID']->Complaint Precinct Code,1.000,1.000,1.000
0.001,hate_crimes,1,['Full Complaint ID']->Complaint Year Number,1.000,1.000,1.000
0.001,hate_crimes,1,['Full Complaint ID']->County,1.000,1.000,1.000
0.001,hate_crimes,1,['Full Complaint ID']->Law Code Category Description,1.000,1.000,1.000
0.001,hate_crimes,1,['Full Complaint ID']->Offense Category,1.000,1.000,1.000
0.001,hate_crimes,1,['Complaint Precinct Code']->County,1.000,1.000,1.000
0.001,hate_crimes,1,['Complaint Precinct Code']->Patrol Borough Name,1.000,1.000,1.000
0.001,hate_crimes,1,['Patrol Borough Name']->County,1.000,1.000,1.000
0.001,hate_crimes,1,['PD Code Description']->Law Code Category Description,1.000,1.000,1.000
0.001,hate_crimes,1,['PD Code Description']->Offense Description,1.000,1.000,1.000
0.01,hate_crimes,1,['Full Complaint ID']->Complaint Precinct Code,1.000,1.000,1.000
0.01,hate_crimes,1,['Full Complaint ID']->Patrol Borough Name,1.000,1.000,1.000
0.01,hate_crimes,1,['Full Complaint ID']->PD Code Description,1.000,1.000,1.000
0.01,hate_crimes,1,['Full Complaint ID']->County,1.000,1.000,1.000
0.01,hate_crimes,1,['Full Complaint ID']->Complaint Year Number,1.000,1.000,1.000
0.01,hate_crimes,1,['Full Complaint ID']->Offense Category,1.000,1.000,1.000
0.01,hate_crimes,1,['Full Complaint ID']->Offense Description,1.000,1.000,1.000
0.01,hate_crimes,1,['Full Complaint ID']->Month Number,1.000,1.000,1.000
0.01,hate_crimes,1,['Full Complaint ID']->Record Create Date,1.000,1.000,1.000
0.01,hate_crimes,1,['Full Complaint ID']->Law Code Category Description,1.000,1.000,1.000
0.01,hate_crimes,1,['PD Code Description']->Offense Description,1.000,1.000,1.000
0.01,hate_crimes,1,['Complaint Precinct Code']->County,1.000,1.000,1.000
0.01,hate_crimes,1,['PD Code Description']->Law Code Category Description,1.000,1.000,1.000
0.01,hate_crimes,1,['Patrol Borough Name']->County,1.000,1.000,1.000
0.01,hate_crimes,1,['Complaint Precinct Code']->Patrol Borough Name,1.000,1.000,1.000
0.05,hate_crimes,1,['Full Complaint ID']->PD Code Description,1.000,1.000,1.000
0.05,hate_crimes,1,['Full Complaint ID']->Complaint Precinct Code,1.000,1.000,1.000
0.05,hate_crimes,1,['Full Complaint ID']->Month Number,1.000,1.000,1.000
0.05,hate_crimes,1,['Full Complaint ID']->Offense Category,1.000,1.000,1.000
0.05,hate_crimes,1,['Full Complaint ID']->Patrol Borough Name,1.000,1.000,1.000
0.05,hate_crimes,1,['Full Complaint ID']->Complaint Year Number,1.000,1.000,1.000
0.05,hate_crimes,1,['Full Complaint ID']->County,1.000,1.000,1.000
0.05,hate_crimes,1,['Full Complaint ID']->Law Code Category Description,1.000,1.000,1.000
0.05,hate_crimes,1,['Full Complaint ID']->Offense Description,1.000,1.000,1.000
0.05,hate_crimes,1,['Full Complaint ID']->Record Create Date,1.000,1.000,1.000
0.05,hate_crimes,1,['PD Code Description']->Law Code Category Description,1.000,1.000,1.000
0.05,hate_crimes,1,['Complaint Precinct Code']->County,1.000,1.000,1.000
0.05,hate_crimes,1,['Patrol Borough Name']->County,1.000,1.000,1.000
0.05,hate_crimes,1,['PD Code Description']->Offense Description,1.000,1.000,1.000
0.05,hate_crimes,1,['Complaint Precinct Code']->Patrol Borough Name,1.000,1.000,1.000
0.1,hate_crimes,1,['Full Complaint ID']->Offense Category,1.000,1.000,1.000
0.1,hate_crimes,1,['Full Complaint ID']->Month Number,1.000,1.000,1.000
0.1,hate_crimes,1,['Full Complaint ID']->Law Code Category Description,1.000,1.000,1.000
0.1,hate_crimes,1,['Full Complaint ID']->Patrol Borough Name,1.000,1.000,1.000
0.1,hate_crimes,1,['Full Complaint ID']->Complaint Year Number,1.000,1.000,1.000
0.1,hate_crimes,1,['Full Complaint ID']->Complaint Precinct Code,1.000,1.000,1.000
0.1,hate_crimes,1,['Full Complaint ID']->PD Code Description,1.000,1.000,1.000
0.1,hate_crimes,1,['Full Complaint ID']->Record Create Date,1.000,1.000,1.000
0.1,hate_crimes,1,['Full Complaint ID']->County,1.000,1.000,1.000
0.1,hate_crimes,1,['Full Complaint ID']->Offense Description,1.000,1.000,1.000
0.1,hate_crimes,1,['PD Code Description']->Offense Description,1.000,1.000,1.000
0.1,hate_crimes,1,['Complaint Precinct Code']->County,1.000,1.000,1.000
0.1,hate_crimes,1,['PD Code Description']->Law Code Category Description,1.000,1.000,1.000
0.1,hate_crimes,1,['Complaint Precinct Code']->Patrol Borough Name,1.000,1.000,1.000
0.1,hate_crimes,1,['Patrol Borough Name']->County,1.000,1.000,1.000
0.15,hate_crimes,1,['Full Complaint ID']->County,1.000,1.000,1.000
0.15,hate_crimes,1,['Full Complaint ID']->Patrol Borough Name,1.000,1.000,1.000
0.15,hate_crimes,1,['Full Complaint ID']->Law Code Category Description,1.000,1.000,1.000
0.15,hate_crimes,1,['Full Complaint ID']->Offense Description,1.000,1.000,1.000
0.15,hate_crimes,1,['Full Complaint ID']->Complaint Year Number,1.000,1.000,1.000
0.15,hate_crimes,1,['Full Complaint ID']->Complaint Precinct Code,1.000,1.000,1.000
0.15,hate_crimes,1,['Full Complaint ID']->PD Code Description,1.000,1.000,1.000
0.15,hate_crimes,1,['Full Complaint ID']->Record Create Date,1.000,1.000,1.000
0.15,hate_crimes,1,['Full Complaint ID']->Month Number,1.000,1.000,1.000
0.15,hate_crimes,1,['Full Complaint ID']->Offense Category,1.000,1.000,1.000
0.15,hate_crimes,1,['Complaint Precinct Code']->County,1.000,1.000,1.000
0.15,hate_crimes,1,['PD Code Description']->Law Code Category Description,1.000,1.000,1.000
0.15,hate_crimes,1,['Patrol Borough Name']->County,1.000,1.000,1.000
0.15,hate_crimes,1,['Complaint Precinct Code']->Patrol Borough Name,1.000,1.000,1.000
0.15,hate_crimes,1,['PD Code Description']->Offense Description,1.000,1.000,1.000
0.001,hate_crimes,1,['Record Create Date']->Complaint Year Number,0.999,0.998,0.999
0.01,hate_crimes,1,['Record Create Date']->Complaint Year Number,0.999,0.998,0.999
0.05,hate_crimes,1,['Record Create Date']->Complaint Year Number,0.999,0.998,0.999
0.1,hate_crimes,1,['Record Create Date']->Complaint Year Number,0.999,0.998,0.999
0.15,hate_crimes,1,['Record Create Date']->Complaint Year Number,0.999,0.998,0.999
0.001,hate_crimes,1,['Full Complaint ID']->Bias Motive Description,0.995,0.995,0.996
0.01,hate_crimes,1,['Full Complaint ID']->Bias Motive Description,0.995,0.995,0.996
0.05,hate_crimes,1,['Full Complaint ID']->Bias Motive Description,0.995,0.995,0.996
0.1,hate_crimes,1,['Full Complaint ID']->Bias Motive Description,0.995,0.995,0.996
0.15,hate_crimes,1,['Full Complaint ID']->Bias Motive Description,0.995,0.995,0.996
0.001,hate_crimes,2,"['Bias Motive Description', 'PD Code Description']->Offense Category",0.986,0.990,0.997
0.01,hate_crimes,1,['Bias Motive Description']->Offense Category,0.982,0.990,0.997
0.05,hate_crimes,1,['Bias Motive Description']->Offense Category,0.982,0.990,0.997
0.1,hate_crimes,1,['Bias Motive Description']->Offense Category,0.982,0.990,0.997
0.15,hate_crimes,1,['Bias Motive Description']->Offense Category,0.982,0.990,0.997
0.001,hate_crimes,2,"['Bias Motive Description', 'Complaint Year Number']->Offense Category",0.986,0.989,0.997
0.001,hate_crimes,2,"['Bias Motive Description', 'County']->Offense Category",0.983,0.989,0.997
0.001,hate_crimes,2,"['Bias Motive Description', 'Offense Description']->Offense Category",0.985,0.989,0.996
0.001,hate_crimes,2,"['Bias Motive Description', 'Patrol Borough Name']->Offense Category",0.984,0.989,0.996
0.001,hate_crimes,2,"['Bias Motive Description', 'Month Number']->Offense Category",0.986,0.989,0.996
0.001,hate_crimes,2,"['Bias Motive Description', 'Complaint Precinct Code']->Offense Category",0.987,0.988,0.996
0.001,hate_crimes,1,['Record Create Date']->Month Number,0.928,0.917,0.939
0.01,hate_crimes,1,['Record Create Date']->Month Number,0.928,0.917,0.939
0.05,hate_crimes,1,['Record Create Date']->Month Number,0.928,0.917,0.939
0.1,hate_crimes,1,['Record Create Date']->Month Number,0.928,0.917,0.939
0.15,hate_crimes,1,['Record Create Date']->Month Number,0.928,0.917,0.939
0.001,hate_crimes,3,"['Bias Motive Description', 'Complaint Year Number', 'Offense Description']->Law Code Category Description",0.847,0.851,0.944
0.001,hate_crimes,3,"['Bias Motive Description', 'Month Number', 'Offense Description']->Law Code Category Description",0.844,0.849,0.943
0.001,hate_crimes,3,"['Bias Motive Description', 'Offense Description', 'Patrol Borough Name']->Law Code Category Description",0.841,0.847,0.944
0.01,hate_crimes,2,"['Bias Motive Description', 'Offense Description']->Law Code Category Description",0.837,0.843,0.944
0.001,hate_crimes,3,"['Complaint Year Number', 'Offense Description', 'Patrol Borough Name']->Law Code Category Description",0.838,0.842,0.941
0.001,hate_crimes,3,"['Complaint Year Number', 'County', 'Offense Description']->Law Code Category Description",0.835,0.840,0.941
0.01,hate_crimes,2,"['Complaint Year Number', 'Offense Description']->Law Code Category Description",0.833,0.837,0.938
0.001,hate_crimes,3,"['Month Number', 'Offense Description', 'Patrol Borough Name']->Law Code Category Description",0.834,0.836,0.935
0.001,hate_crimes,3,"['County', 'Month Number', 'Offense Description']->Law Code Category Description",0.829,0.833,0.935
0.01,hate_crimes,2,"['Offense Description', 'Patrol Borough Name']->Law Code Category Description",0.828,0.832,0.936
0.001,hate_crimes,3,"['Complaint Year Number', 'Month Number', 'Offense Description']->Law Code Category Description",0.828,0.831,0.935
0.01,hate_crimes,2,"['Offense Category', 'Offense Description']->Law Code Category Description",0.828,0.830,0.937
0.001,hate_crimes,2,"['Complaint Precinct Code', 'Offense Description']->Law Code Category Description",0.826,0.830,0.934
0.01,hate_crimes,2,"['County', 'Offense Description']->Law Code Category Description",0.827,0.830,0.937
0.001,hate_crimes,3,"['Month Number', 'Offense Category', 'Offense Description']->Law Code Category Description",0.827,0.829,0.934
0.01,hate_crimes,2,"['Month Number', 'Offense Description']->Law Code Category Description",0.824,0.827,0.935
0.05,hate_crimes,1,['Offense Description']->Law Code Category Description,0.825,0.827,0.938
0.1,hate_crimes,1,['Offense Description']->Law Code Category Description,0.825,0.827,0.938
0.15,hate_crimes,1,['Offense Description']->Law Code Category Description,0.825,0.827,0.938
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Offense Category', 'PD Code Description']->Bias Motive Description",0.807,0.768,0.866
0.001,hate_crimes,5,"['Complaint Year Number', 'County', 'Law Code Category Description', 'Offense Category', 'Offense Description']->PD Code Description",0.821,0.765,0.854
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Month Number', 'Offense Description']->PD Code Description",0.787,0.764,0.822
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Law Code Category Description', 'Offense Description']->PD Code Description",0.812,0.757,0.852
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Month Number', 'Offense Category']->Bias Motive Description",0.787,0.756,0.855
0.001,hate_crimes,3,"['Bias Motive Description', 'Complaint Precinct Code', 'Offense Description']->PD Code Description",0.790,0.754,0.836
0.001,hate_crimes,4,"['Complaint Year Number', 'Offense Category', 'PD Code Description', 'Patrol Borough Name']->Bias Motive Description",0.788,0.746,0.860
0.001,hate_crimes,4,"['Bias Motive Description', 'County', 'Month Number', 'Offense Description']->PD Code Description",0.785,0.745,0.833
0.001,hate_crimes,4,"['County', 'Law Code Category Description', 'Month Number', 'Offense Description']->PD Code Description",0.806,0.744,0.844
0.001,hate_crimes,4,"['Bias Motive Description', 'Complaint Year Number', 'Offense Description', 'Patrol Borough Name']->PD Code Description",0.786,0.741,0.831
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Complaint Year Number', 'Offense Description']->PD Code Description",0.771,0.740,0.822
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Offense Category', 'Offense Description']->Bias Motive Description",0.779,0.736,0.853
0.001,hate_crimes,4,"['Bias Motive Description', 'Complaint Year Number', 'County', 'Offense Description']->PD Code Description",0.786,0.734,0.832
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Offense Category', 'Offense Description']->PD Code Description",0.771,0.730,0.821
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Complaint Year Number', 'Offense Category']->Bias Motive Description",0.768,0.730,0.852
0.001,hate_crimes,4,"['Complaint Year Number', 'County', 'Offense Category', 'PD Code Description']->Bias Motive Description",0.773,0.724,0.851
0.001,hate_crimes,4,"['Month Number', 'Offense Category', 'Offense Description', 'Patrol Borough Name']->Bias Motive Description",0.762,0.722,0.841
0.001,hate_crimes,4,"['Complaint Year Number', 'Month Number', 'Offense Category', 'Offense Description']->Bias Motive Description",0.759,0.719,0.845
0.001,hate_crimes,4,"['Complaint Year Number', 'Month Number', 'Offense Category', 'Patrol Borough Name']->Bias Motive Description",0.755,0.717,0.840
0.001,hate_crimes,4,"['County', 'Month Number', 'Offense Category', 'Offense Description']->PD Code Description",0.760,0.715,0.811
0.001,hate_crimes,4,"['Complaint Year Number', 'Offense Category', 'Offense Description', 'Patrol Borough Name']->PD Code Description",0.762,0.713,0.811
0.001,hate_crimes,4,"['Complaint Year Number', 'Offense Category', 'Offense Description', 'Patrol Borough Name']->Bias Motive Description",0.755,0.709,0.844
0.05,hate_crimes,2,"['Law Code Category Description', 'Offense Description']->PD Code Description",0.791,0.706,0.832
0.001,hate_crimes,3,"['Month Number', 'Offense Description', 'Patrol Borough Name']->PD Code Description",0.752,0.702,0.808
0.01,hate_crimes,3,"['Bias Motive Description', 'County', 'Offense Description']->PD Code Description",0.763,0.700,0.822
0.001,hate_crimes,3,"['Complaint Year Number', 'Month Number', 'Offense Description']->PD Code Description",0.754,0.698,0.805
0.01,hate_crimes,2,"['Complaint Precinct Code', 'Offense Description']->PD Code Description",0.752,0.698,0.809
0.001,hate_crimes,4,"['County', 'Month Number', 'Offense Category', 'Offense Description']->Bias Motive Description",0.747,0.697,0.834
0.001,hate_crimes,4,"['Complaint Year Number', 'County', 'Offense Category', 'Offense Description']->Bias Motive Description",0.743,0.688,0.837
0.05,hate_crimes,2,"['Bias Motive Description', 'Offense Description']->PD Code Description",0.759,0.685,0.813
0.001,hate_crimes,4,"['Complaint Year Number', 'County', 'Month Number', 'Offense Category']->Bias Motive Description",0.733,0.681,0.826
0.01,hate_crimes,3,"['County', 'Offense Category', 'Offense Description']->PD Code Description",0.751,0.680,0.804
0.01,hate_crimes,2,"['Month Number', 'Offense Description']->PD Code Description",0.746,0.672,0.799
0.05,hate_crimes,2,"['Month Number', 'Offense Description']->PD Code Description",0.746,0.672,0.799
0.01,hate_crimes,2,"['Complaint Year Number', 'Offense Description']->PD Code Description",0.748,0.671,0.799
0.05,hate_crimes,2,"['Complaint Year Number', 'Offense Description']->PD Code Description",0.748,0.671,0.799
0.01,hate_crimes,2,"['Offense Description', 'Patrol Borough Name']->PD Code Description",0.743,0.666,0.799
0.05,hate_crimes,2,"['Offense Description', 'Patrol Borough Name']->PD Code Description",0.743,0.666,0.799
0.05,hate_crimes,2,"['Offense Category', 'Offense Description']->PD Code Description",0.748,0.666,0.799
0.001,hate_crimes,3,"['Month Number', 'Offense Category', 'PD Code Description']->Bias Motive Description",0.728,0.665,0.821
0.05,hate_crimes,2,"['County', 'Offense Description']->PD Code Description",0.741,0.661,0.797
0.01,hate_crimes,3,"['Complaint Year Number', 'Offense Category', 'PD Code Description']->Bias Motive Description",0.728,0.658,0.822
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Law Code Category Description', 'Offense Category']->Bias Motive Description",0.715,0.658,0.819
0.01,hate_crimes,3,"['Offense Category', 'PD Code Description', 'Patrol Borough Name']->Bias Motive Description",0.727,0.657,0.821
0.1,hate_crimes,1,['Offense Description']->PD Code Description,0.739,0.656,0.797
0.15,hate_crimes,1,['Offense Description']->PD Code Description,0.739,0.656,0.797
0.01,hate_crimes,3,"['County', 'Offense Category', 'PD Code Description']->Bias Motive Description",0.721,0.647,0.818
0.001,hate_crimes,4,"['Law Code Category Description', 'Month Number', 'Offense Category', 'Patrol Borough Name']->Bias Motive Description",0.701,0.642,0.806
0.01,hate_crimes,3,"['Offense Category', 'Offense Description', 'Patrol Borough Name']->Bias Motive Description",0.711,0.637,0.815
0.01,hate_crimes,2,"['Complaint Precinct Code', 'Offense Category']->Bias Motive Description",0.702,0.635,0.809
0.001,hate_crimes,4,"['Complaint Year Number', 'Law Code Category Description', 'Month Number', 'Offense Category']->Bias Motive Description",0.696,0.633,0.812
0.01,hate_crimes,3,"['Complaint Year Number', 'Offense Category', 'Offense Description']->Bias Motive Description",0.711,0.632,0.814
0.01,hate_crimes,3,"['County', 'Offense Category', 'Offense Description']->Bias Motive Description",0.704,0.626,0.812
0.01,hate_crimes,3,"['Complaint Year Number', 'Offense Category', 'Patrol Borough Name']->Bias Motive Description",0.696,0.626,0.810
0.05,hate_crimes,2,"['Offense Category', 'PD Code Description']->Bias Motive Description",0.706,0.618,0.808
0.01,hate_crimes,3,"['Complaint Year Number', 'County', 'Offense Category']->Bias Motive Description",0.689,0.611,0.806
0.05,hate_crimes,2,"['Offense Category', 'Offense Description']->Bias Motive Description",0.691,0.599,0.804
0.1,hate_crimes,2,"['Offense Category', 'Offense Description']->Bias Motive Description",0.691,0.599,0.804
0.01,hate_crimes,3,"['Law Code Category Description', 'Offense Category', 'Patrol Borough Name']->Bias Motive Description",0.668,0.581,0.787
0.01,hate_crimes,3,"['Complaint Year Number', 'Law Code Category Description', 'Offense Category']->Bias Motive Description",0.670,0.579,0.786
0.05,hate_crimes,2,"['Offense Category', 'Patrol Borough Name']->Bias Motive Description",0.668,0.576,0.785
0.1,hate_crimes,2,"['Offense Category', 'Patrol Borough Name']->Bias Motive Description",0.668,0.576,0.785
0.001,hate_crimes,4,"['Bias Motive Description', 'County', 'Month Number', 'PD Code Description']->Patrol Borough Name",0.670,0.573,0.708
0.001,hate_crimes,4,"['Complaint Year Number', 'County', 'Month Number', 'PD Code Description']->Patrol Borough Name",0.645,0.573,0.709
0.05,hate_crimes,2,"['Complaint Year Number', 'Offense Category']->Bias Motive Description",0.667,0.572,0.778
0.1,hate_crimes,2,"['Complaint Year Number', 'Offense Category']->Bias Motive Description",0.667,0.572,0.778
0.05,hate_crimes,2,"['County', 'Offense Category']->Bias Motive Description",0.661,0.569,0.783
0.1,hate_crimes,2,"['County', 'Offense Category']->Bias Motive Description",0.661,0.569,0.783
0.01,hate_crimes,2,"['Month Number', 'Offense Category']->Bias Motive Description",0.658,0.564,0.779
0.05,hate_crimes,2,"['Month Number', 'Offense Category']->Bias Motive Description",0.658,0.564,0.779
0.001,hate_crimes,4,"['Bias Motive Description', 'County', 'Month Number', 'Offense Description']->Patrol Borough Name",0.668,0.561,0.705
0.001,hate_crimes,4,"['County', 'Month Number', 'Offense Category', 'PD Code Description']->Patrol Borough Name",0.664,0.561,0.703
0.001,hate_crimes,4,"['Bias Motive Description', 'Complaint Year Number', 'County', 'Month Number']->Patrol Borough Name",0.665,0.559,0.699
0.001,hate_crimes,4,"['Complaint Year Number', 'County', 'Month Number', 'Offense Description']->Patrol Borough Name",0.637,0.552,0.699
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Month Number', 'PD Code Description']->Bias Motive Description",0.575,0.548,0.710
0.1,hate_crimes,2,"['Law Code Category Description', 'Offense Category']->Bias Motive Description",0.649,0.547,0.765
0.15,hate_crimes,1,['Offense Category']->Bias Motive Description,0.648,0.545,0.765
0.001,hate_crimes,4,"['Complaint Year Number', 'County', 'Month Number', 'Offense Category']->Patrol Borough Name",0.653,0.536,0.685
0.01,hate_crimes,3,"['Bias Motive Description', 'County', 'PD Code Description']->Patrol Borough Name",0.685,0.533,0.682
0.01,hate_crimes,4,"['Bias Motive Description', 'County', 'Law Code Category Description', 'Offense Description']->Patrol Borough Name",0.686,0.529,0.682
0.01,hate_crimes,3,"['County', 'Offense Category', 'PD Code Description']->Patrol Borough Name",0.688,0.528,0.681
0.01,hate_crimes,3,"['Bias Motive Description', 'County', 'Month Number']->Patrol Borough Name",0.675,0.525,0.668
0.01,hate_crimes,3,"['Bias Motive Description', 'Complaint Year Number', 'County']->Patrol Borough Name",0.683,0.521,0.667
0.05,hate_crimes,2,"['County', 'PD Code Description']->Patrol Borough Name",0.692,0.516,0.671
0.1,hate_crimes,2,"['County', 'PD Code Description']->Patrol Borough Name",0.692,0.516,0.671
0.05,hate_crimes,2,"['Bias Motive Description', 'County']->Patrol Borough Name",0.695,0.515,0.660
0.1,hate_crimes,2,"['Bias Motive Description', 'County']->Patrol Borough Name",0.695,0.515,0.660
0.01,hate_crimes,3,"['Complaint Year Number', 'County', 'PD Code Description']->Patrol Borough Name",0.671,0.514,0.669
0.01,hate_crimes,3,"['County', 'Month Number', 'Offense Category']->Patrol Borough Name",0.677,0.512,0.660
0.01,hate_crimes,3,"['County', 'Month Number', 'Offense Description']->Patrol Borough Name",0.664,0.511,0.674
0.05,hate_crimes,2,"['County', 'Offense Description']->Patrol Borough Name",0.693,0.508,0.662
0.1,hate_crimes,2,"['County', 'Offense Description']->Patrol Borough Name",0.693,0.508,0.662
0.01,hate_crimes,3,"['Complaint Year Number', 'County', 'Offense Category']->Patrol Borough Name",0.684,0.507,0.654
0.01,hate_crimes,3,"['Complaint Year Number', 'County', 'Offense Description']->Patrol Borough Name",0.676,0.506,0.664
0.05,hate_crimes,3,"['County', 'Law Code Category Description', 'Offense Category']->Patrol Borough Name",0.691,0.505,0.654
0.1,hate_crimes,2,"['County', 'Offense Category']->Patrol Borough Name",0.692,0.502,0.646
0.01,hate_crimes,3,"['County', 'Law Code Category Description', 'Month Number']->Patrol Borough Name",0.677,0.493,0.651
0.1,hate_crimes,2,"['County', 'Law Code Category Description']->Patrol Borough Name",0.688,0.491,0.638
0.01,hate_crimes,3,"['Complaint Year Number', 'County', 'Month Number']->Patrol Borough Name",0.654,0.490,0.651
0.05,hate_crimes,2,"['County', 'Month Number']->Patrol Borough Name",0.682,0.489,0.643
0.05,hate_crimes,2,"['Complaint Year Number', 'County']->Patrol Borough Name",0.685,0.488,0.636
0.1,hate_crimes,2,"['Complaint Year Number', 'County']->Patrol Borough Name",0.685,0.488,0.636
0.15,hate_crimes,1,['County']->Patrol Borough Name,0.688,0.488,0.639
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Complaint Year Number', 'PD Code Description']->Offense Category",0.502,0.484,0.729
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Month Number', 'Offense Description']->Bias Motive Description",0.516,0.483,0.667
0.001,hate_crimes,4,"['Bias Motive Description', 'Complaint Precinct Code', 'Complaint Year Number', 'Law Code Category Description']->PD Code Description",0.527,0.480,0.631
0.001,hate_crimes,5,"['Bias Motive Description', 'Complaint Year Number', 'County', 'Law Code Category Description', 'Month Number']->Offense Description",0.529,0.477,0.658
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Complaint Year Number', 'PD Code Description']->Bias Motive Description",0.508,0.470,0.672
0.001,hate_crimes,4,"['Complaint Precinct Code', 'Complaint Year Number', 'Law Code Category Description', 'Offense Category']->Offense Description",0.518,0.467,0.649
0.001,hate_crimes,4,"['Complaint Year Number', 'Month Number', 'PD Code Description', 'Patrol Borough Name']->Bias Motive Description",0.498,0.465,0.658
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Complaint Year Number', 'Month Number']->Bias Motive Description",0.483,0.440,0.642
0.001,hate_crimes,4,"['Complaint Year Number', 'Month Number', 'Offense Description', 'Patrol Borough Name']->Offense Category",0.460,0.438,0.697
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Complaint Year Number', 'Offense Description']->Offense Category",0.459,0.435,0.706
0.001,hate_crimes,5,"['Bias Motive Description', 'Complaint Year Number', 'County', 'Law Code Category Description', 'Month Number']->PD Code Description",0.485,0.424,0.588
0.001,hate_crimes,5,"['Complaint Year Number', 'County', 'Law Code Category Description', 'Month Number', 'Offense Category']->Offense Description",0.478,0.416,0.616
0.001,hate_crimes,4,"['Complaint Precinct Code', 'Complaint Year Number', 'Law Code Category Description', 'Offense Category']->PD Code Description",0.470,0.414,0.584
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Complaint Year Number', 'Offense Description']->Bias Motive Description",0.454,0.410,0.638
0.001,hate_crimes,5,"['Complaint Year Number', 'Law Code Category Description', 'Month Number', 'Offense Category', 'Patrol Borough Name']->PD Code Description",0.463,0.408,0.564
0.001,hate_crimes,4,"['Complaint Year Number', 'County', 'Month Number', 'PD Code Description']->Offense Category",0.420,0.403,0.684
0.001,hate_crimes,4,"['Complaint Year Number', 'Month Number', 'Offense Description', 'Patrol Borough Name']->Bias Motive Description",0.441,0.402,0.623
0.01,hate_crimes,4,"['Bias Motive Description', 'Complaint Year Number', 'County', 'Law Code Category Description']->Offense Description",0.472,0.395,0.626
0.001,hate_crimes,4,"['Complaint Year Number', 'County', 'Month Number', 'PD Code Description']->Bias Motive Description",0.430,0.393,0.623
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Month Number', 'PD Code Description']->Complaint Year Number",0.418,0.385,0.557
0.001,hate_crimes,4,"['Complaint Year Number', 'Month Number', 'PD Code Description', 'Patrol Borough Name']->Complaint Precinct Code",0.431,0.369,0.453
0.001,hate_crimes,5,"['Complaint Year Number', 'County', 'Law Code Category Description', 'Month Number', 'Offense Category']->PD Code Description",0.432,0.361,0.542
0.001,hate_crimes,4,"['Complaint Year Number', 'County', 'Month Number', 'Offense Description']->Offense Category",0.376,0.355,0.668
0.05,hate_crimes,3,"['Bias Motive Description', 'County', 'Law Code Category Description']->Offense Description",0.444,0.353,0.604
0.01,hate_crimes,3,"['Bias Motive Description', 'Law Code Category Description', 'Month Number']->Offense Description",0.434,0.346,0.597
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Law Code Category Description', 'Month Number']->Offense Description",0.411,0.345,0.559
0.001,hate_crimes,4,"['Bias Motive Description', 'Month Number', 'PD Code Description', 'Patrol Borough Name']->Complaint Precinct Code",0.416,0.344,0.447
0.001,hate_crimes,3,"['Bias Motive Description', 'Complaint Precinct Code', 'Month Number']->Complaint Year Number",0.364,0.343,0.546
0.1,hate_crimes,2,"['Bias Motive Description', 'Law Code Category Description']->Offense Description",0.432,0.337,0.602
0.15,hate_crimes,2,"['Bias Motive Description', 'Law Code Category Description']->Offense Description",0.432,0.337,0.602
0.01,hate_crimes,4,"['Complaint Year Number', 'County', 'Law Code Category Description', 'Offense Category']->Offense Description",0.425,0.335,0.586
0.01,hate_crimes,4,"['Bias Motive Description', 'Complaint Year Number', 'County', 'Law Code Category Description']->PD Code Description",0.431,0.334,0.560
0.001,hate_crimes,4,"['Bias Motive Description', 'Complaint Year Number', 'Month Number', 'Patrol Borough Name']->Complaint Precinct Code",0.423,0.332,0.436
0.001,hate_crimes,4,"['Complaint Year Number', 'County', 'Month Number', 'Offense Description']->Bias Motive Description",0.374,0.331,0.594
0.001,hate_crimes,3,"['Complaint Precinct Code', 'Month Number', 'Offense Description']->Complaint Year Number",0.364,0.328,0.514
0.001,hate_crimes,4,"['Complaint Year Number', 'Month Number', 'Offense Description', 'Patrol Borough Name']->Complaint Precinct Code",0.394,0.321,0.416
