fd,mu_plus,rfi_prime_plus,g3,g3_prime,mu_plus_is_key,rfi_prime_plus_rfi
['name_prefix']->name_suffix,0.0,1.0,1.0,1.0,False,0.9940702565908612
"['name_prefix', 'name_suffix']->race",0.0,1.0,1.0,1.0,False,1.0
"['name_prefix', 'name_suffix', 'race']->ethnic",0.0,1.0,1.0,1.0,False,1.0
"['name_prefix', 'race']->download_month",0.0,0.9809545694927917,0.994,0.993963782696177,False,0.9793469883246763
"['race', 'download_month']->register_date",0.004298939342138208,0.030476384614099718,0.16800000000000004,0.15447154471544716,False,0.0279514707489565
['register_date']->street_address,0.003378639184940968,0.009377138040594077,0.29900000000000004,0.01544943820224719,False,0.0036417800807758693
['street_address']->city,1.0,1.0,1.0,1.0,False,0.013055109859034797
"['street_address', 'city']->last_name",0.737697188984628,0.714197337455607,0.989,0.7380952380952381,False,0.00683585503637707
['gender']->first_name,0.0039433382894028535,0.05861902784246259,0.04500000000000004,0.04212637913741224,False,0.05536196551523885
