fd,mu_plus,rfi_prime_plus,g3,g3_prime,mu_plus_is_key,rfi_prime_plus_rfi
"['a', 'e']->c",0.3123284818484716,0.48405240127250904,0.5283,0.5214325571957591,False,0.4632622935629151
"['a', 'c']->f",0.21385161231268102,0.30525864835088445,0.44455,0.4327801889200919,False,0.28772047116277133
"['a', 'c']->j",0.1674459321542895,0.2944376979370515,0.38485,0.37181516466683684,False,0.27701182981952993
"['c', 'p']->a",0.0694549813900831,0.2162886839597395,0.18484999999999996,0.177156412456468,False,0.20856765532714006
"['a', 'c']->e",0.46035680367377907,0.5841695576534349,0.66585,0.6587694664283891,False,0.5515523802377179
"['a', 'c']->n",0.3183374328990546,0.41732813681327907,0.5622,0.5529231554761297,False,0.3931507900793762
"['a', 'c']->g",0.13251424570452863,0.21087733087946728,0.4041,0.39147306612203214,False,0.19704301390957718
"['a', 'c']->l",0.19030321300884145,0.31648576398969386,0.42974999999999997,0.4176665815675262,False,0.2958422874938363
"['a', 'c']->p",0.21409370337774303,0.33543658429980394,0.42935,0.4172581056931325,False,0.31757479931675964
"['a', 'c']->q",0.14219444885097798,0.2090906796328586,0.47995,0.4689303038039316,False,0.19676036296682953
"['a', 'c']->o",0.30592126956849686,0.3805402557507025,0.5941000000000001,0.5854991064590248,False,0.3592103494153744
"['a', 'c']->k",0.14569807931049816,0.2556085532537274,0.38544999999999996,0.37242787847842734,False,0.23904467099037519
"['a', 'p']->c",0.03232209323656521,0.09414468378099874,0.1946,0.18328854636718553,False,0.09053223860592184
"['a', 'p']->j",0.22506194292306902,0.37968401583695005,0.4407,0.432844901891193,False,0.36557351513389835
"['c', 'j']->a",0.06818557608582987,0.193790377163894,0.17579999999999996,0.16696988073579946,False,0.18616684597424177
"['a', 'p']->f",0.10885858252659286,0.21576954312666805,0.35050000000000003,0.3413780864979973,False,0.20797980684737516
"['c', 'p']->j",0.03867146297865898,0.09647692010336896,0.24029999999999996,0.23312976328673093,False,0.09387266943719016
"['a', 'p']->n",0.35458413787541276,0.4806050065306942,0.5782499999999999,0.5723267251432338,False,0.4630961939671655
"['a', 'p']->o",0.34831531261175397,0.433027094473971,0.6167,0.6113167368047457,False,0.4174678850091994
"['a', 'p']->g",0.16375047921046348,0.2642366379507329,0.43894999999999995,0.43107032398722306,False,0.25349369672535976
"['c', 'p']->e",0.462316447077613,0.5853455373684135,0.6598999999999999,0.6566900519860698,False,0.570368862973965
"['a', 'j']->p",0.273510806355606,0.3950928561823143,0.49085,0.4849787578393688,False,0.38360985960795335
"['c', 'p']->n",0.07280447809605572,0.12237560630402292,0.3345,0.32821884621208297,False,0.11913714189289194
"['c', 'p']->f",0.1506089178631782,0.2521565124413216,0.37539999999999996,0.3695048705395447,False,0.24555163510342018
"['c', 'p']->g",0.0433501638726741,0.09216574701474076,0.32320000000000004,0.3168121940140312,False,0.08942476204602505
"['a', 'p']->q",0.23914747748533038,0.32864213331954717,0.53835,0.5318663489327181,False,0.3163560372324015
"['a', 'i']->j",0.2311055940935196,0.38362125616422094,0.45194999999999996,0.44534966096548934,False,0.37041400329549795
"['a', 'p']->l",0.2277667922938993,0.38108999782145175,0.46950000000000003,0.4620493839679562,False,0.3658991855180313
"['c', 'p']->q",0.10892836467751021,0.14137107423572032,0.41935,0.41386968152223286,False,0.1374853530076816
"['a', 'p']->k",0.21513269286581638,0.34827888966802256,0.46155,0.4539877300613497,False,0.3343058748715034
"['c', 'p']->o",0.05094717958626038,0.07682185392687772,0.39970000000000006,0.39403421995659416,False,0.0747815845598236
