dataset,algorithm,fd,mu_plus,rfi_prime_plus,g3_prime,is_key,lhs_size,lhs_uniqueness
threshold,pyro,['height']->sex,0.16689030426712836,0.17535349573640757,0.5252060106640815,False,1,0.01220971989466124
threshold,pyro,['height']->length,0.01954990368428522,0.16066281062666904,0.07052835676199709,False,1,0.01220971989466124
threshold,pyro,['height']->rings,0.0645891852942383,0.15023843998337172,0.2624818225884634,False,1,0.01220971989466124
threshold,pyro,['length']->height,0.0635139589121303,0.21949250185760477,0.17907494434825624,False,1,0.032080440507541295
threshold,pyro,['diameter']->shell_weight,0.022367156715576764,0.10289585366848639,0.07624200688637482,False,1,0.026574096241321524
threshold,pyro,['rings']->sex,0.14864951473386534,0.14259716160572758,0.5160279585442276,False,1,0.006703375628441465
threshold,pyro,['height']->whole_height,0.0007822929220555608,0.012173906801184109,0.01187590887057683,False,1,0.01220971989466124
threshold,pyro,['diameter']->viscera_weight,0.00616388315311267,0.0386210177046068,0.032218396458435807,False,1,0.026574096241321524
threshold,pyro,['diameter']->height,0.06794436657336123,0.2354167814558124,0.17953762911952778,False,1,0.026574096241321524
threshold,pyro,['height']->shell_weight,0.009632657599282779,0.0877900083869454,0.045564711585070285,False,1,0.01220971989466124
threshold,pyro,"['rings', 'sex']->shucked_weight",0.0007823196874907623,0.011064907155673308,0.011681674373326843,False,2,0.016279626526214987
threshold,pyro,['rings']->height,0.019868465289876625,0.10764215030640568,0.09640877319836105,False,1,0.006703375628441465
threshold,pyro,['height']->viscera_weight,0.003644793155929138,0.04451235066037317,0.021328162869607366,False,1,0.01220971989466124
threshold,pyro,"['rings', 'sex']->diameter",0.009612225980546008,0.08537163448307648,0.05938184473107812,False,2,0.016279626526214987
threshold,pyro,"['rings', 'sex']->length",0.007418840100790192,0.07382431690162067,0.05110732538330494,False,2,0.016279626526214987
threshold,pyro,"['rings', 'sex']->whole_height",0.0002802976809674895,0.006408598254314368,0.007544414699440253,False,2,0.016279626526214987
threshold,pyro,"['rings', 'sex']->shell_weight",0.003653385243989282,0.03353343454560888,0.030664395229982964,False,2,0.016279626526214987
threshold,pyro,"['height', 'rings']->viscera_weight",0.003747485793255123,0.016879133788253908,0.026860059092130004,False,2,0.10869044768972948
threshold,pyro,"['rings', 'sex']->viscera_weight",0.0013938401605276818,0.023065533799672668,0.01484546118276953,False,2,0.016279626526214987
