fd,mu_plus,rfi_prime_plus,g3,g3_prime,mu_plus_is_key,rfi_prime_plus_rfi
['e']->g,0.01127610328849138,0.012469687915558624,0.5884606176681829,0.016590389016018305,False,0.0012842235441727912
['e']->d,0.07271671521357259,0.09145765789496094,0.6413694038783816,0.14302059496567507,False,0.01719938784846542
['e']->f,0.004749746347804118,0.006464939859483696,0.5851089298539622,0.008581235697940504,False,0.0006141211182211226
['e']->b,0.06041470329025689,0.07448068095923635,0.6241321522623893,0.10183066361556065,False,0.011023555535633611
['e']->i,0.05842851461472787,0.07003076437589664,0.6677040938472588,0.20594965675057209,False,0.016580235867183157
['e']->h,0.02672775388059556,0.03339346848823552,0.5992338999281781,0.04233409610983982,False,0.0036953083685766774
['f']->e,0.0022360553227361857,0.0036899185376049084,0.36629159683983725,0.005634861006761833,False,0.0005731737720701124
['e']->c,0.06548430516301085,0.08499330404807502,0.628920277711276,0.11327231121281464,False,0.013095109194497523
['e']->a,0.14077955505508044,0.14672970842776722,0.7878860426143165,0.4931350114416476,False,0.05510969430340029
['f']->h,0.01463560732283864,0.022816963114036463,0.3859229111802729,0.03643876784372652,False,0.004416809298215418
['g']->e,0.0021438615744618916,0.004835307177747327,0.21762030165190327,0.008795875037913254,False,0.0011046083203535284
['f']->c,0.05422281701865361,0.07921838412472482,0.4407469475700263,0.12246431254695718,False,0.021268564495911635
['f']->a,0.1446368034351292,0.15693155822152813,0.6983480967201341,0.526671675432006,False,0.09399584387480481
['g']->f,0.0025583539124577337,0.004870829344316705,0.2183385204692363,0.009705793145283591,False,0.001191263350605265
['f']->g,0.0044712253047684,0.007169551032853192,0.37036150347139096,0.012021036814425245,False,0.0012926245442540507
['g']->h,0.014115506708258119,0.026686219229867275,0.24994014843188894,0.0497421898695784,False,0.007583004076481603
['f']->d,0.05930915665760761,0.092021920976724,0.4663634187215705,0.1626596543951916,False,0.02995005455156341
['h']->e,0.002491179513734676,0.010161155058147507,0.23509695954033993,0.017225469086434943,False,0.0029491439871054403
['g']->c,0.045924759960804695,0.09028955605165845,0.3181709360785253,0.1361844100697604,False,0.03535518011347982
['g']->a,0.17288938265600096,0.18722135261392978,0.6492698108690448,0.5556566575674856,False,0.1443287731053318
['f']->b,0.044885459387543736,0.06849413743376256,0.42853722767536506,0.10330578512396695,False,0.017681148597777807
['f']->i,0.055553077794738726,0.07516545931259044,0.5156811108451042,0.2400450788880541,False,0.03021230252112128
['h']->f,0.0031348699672518743,0.01216617446368062,0.23701220971989467,0.01968625038449708,False,0.0037767795312201313
['h']->g,0.005403370520810635,0.020952436624921307,0.24443380416566918,0.02922177791448785,False,0.007035887571273269
['g']->d,0.06905495508570458,0.13114550413335044,0.3660521905673929,0.19684561722778282,False,0.06156031207040302
['h']->a,0.1720248708441937,0.1818176943264591,0.6442422791477136,0.5429098738849585,False,0.13831351069511713
['h']->c,0.06642737768284368,0.1915478778540017,0.33995690687096003,0.1519532451553368,False,0.0920235141825706
['g']->b,0.03811788631513102,0.0764758123081827,0.30356715345942065,0.11768274188656354,False,0.028835884995882743
['b']->a,0.1516844436073489,0.16495628308846666,0.5345942063682069,0.5191689339599307,False,0.15976679492483378
['h']->d,0.0870231627758431,0.2107566727541258,0.38281062963849655,0.20701322669947708,False,0.11669003873305767
['g']->i,0.06863885851418572,0.10677969094649452,0.4304524778549198,0.278434940855323,False,0.06012310902897022
['c']->a,0.16350299129338774,0.1762987032269832,0.541776394541537,0.52926709296606,False,0.1717746565590349
['h']->b,0.04838632335868265,0.1457673889536501,0.31434043571941583,0.11904029529375577,False,0.06782670969635873
['h']->i,0.07726003377670676,0.12315362263910652,0.4321283217620302,0.27037834512457704,False,0.07649966647671369
"['b', 'd']->c",0.09825627381573643,0.18029917820236802,0.4388316973904717,0.20488466757123475,False,0.06178465181363124
"['b', 'd']->e",0.0015924383346402893,0.003448529687860801,0.2987790280105339,0.006445047489823609,False,0.0006894957218884779
"['b', 'c']->d",0.06544805139781518,0.12567405252488068,0.41920038305003593,0.19052385719052387,False,0.053970597238954365
