fd,mu_plus,rfi_prime_plus,g3,g3_prime,mu_plus_is_key,rfi_prime_plus_rfi
['t-or-d']->erected,0.0005265429955254586,0.008784075732527923,0.06481481481481477,0.0380952380952381,False,0.007844407130833717
['erected']->location,0.0,0.0,0.6481481481481481,0.0,False,-0.002850806536334405
"['t-or-d', 'erected']->material",0.6303310258346014,0.6439628806383685,0.9537037037037037,0.8387096774193549,False,0.1418858522028923
['t-or-d']->lanes,0.0761024154936687,0.07270969668676115,0.6203703703703703,0.6095238095238096,False,0.07028347355037626
"['location', 'lanes']->length",0.1682529467551822,0.16980122275949877,0.8425925925925926,0.22727272727272727,False,0.013245701394619114
"['material', 'length']->type",0.6568631011685939,0.6624365784540617,0.9351851851851852,0.8,False,0.17401231642272275
"['material', 'length']->span",0.2192435745629303,0.2429267467074714,0.8611111111111112,0.5714285714285714,False,0.07104289829637589
"['t-or-d', 'material']->clear-g",0.5437880180556443,0.48550641557888063,0.8703703703703703,0.8613861386138614,False,0.4480720798601424
['clear-g']->rel-l,0.17397940521017452,0.13336439488090265,0.6759259259259259,0.6666666666666666,False,0.12997093198830775
"['erected', 'material']->purpose",0.6863294355232723,0.69352205489835,0.962962962962963,0.8787878787878788,False,0.1859764158492807
['location']->river,1.0,1.0,1.0,1.0,False,0.42031795380008496
